Umidità (%),Latitudine,Longitudine,Data di misurazione,Day sin,Day cos,Year sin,Year cos
37,-1.8276161589363653,-62.365420576486244,2021-12-02 18:21:45.232828,-0.9861077883804902,-0.16610668166975814,-0.4767282690400456,0.8790507138374224
54,85.23171768368977,-169.22775521528027,2022-09-04 18:21:45.232828,-0.9095154075659377,-0.4156702099022328,-0.895132346804815,-0.4458004954054049
21,-84.37981905498594,-139.1773551206755,2020-09-24 18:21:45.232828,-0.9095154075675753,-0.4156702098986495,-0.9939923309293306,-0.10944974213617896
89,-15.15472727688244,-138.72379799679356,2021-04-22 18:21:45.232828,-0.9095154075677725,-0.41567020989821807,0.9354306234549274,-0.35351032333260896
5,51.42148242768894,-160.48544235755529,2023-08-05 18:21:45.232828,-0.9095154075656762,-0.415670209902805,-0.5550915308910793,-0.8317892715904659
3,49.5377324660042,-65.42388969840604,2019-04-07 18:21:45.232828,-0.9095154075655743,-0.415670209903028,0.9955457427425298,-0.09427976509954115
61,24.495270850558526,159.0516710543323,2021-11-17 18:21:45.232828,-0.9861077883794487,-0.16610668167594145,-0.6852673337082332,0.7282916183455697
40,-61.33793850070726,6.574258452370458,2019-04-21 18:21:45.232828,-0.9095154075663939,-0.41567020990123454,0.944325167476238,-0.32901364420184037
18,-34.386575998340255,54.05890892980196,2021-05-22 18:21:45.232828,-0.9095154075669366,-0.41567020990004716,0.6391495287058188,-0.7690824922952867
38,0.7587442931466484,-28.535835496177242,2020-02-23 18:21:45.232828,-0.9861077883794874,-0.1661066816757115,0.7968370563419914,0.6041942615088545
45,0.46023922077512225,-74.54159539121366,2021-07-21 18:21:45.232828,-0.9095154075652647,-0.41567020990370535,-0.3323316789109722,-0.9431625815267559
64,32.3693384258969,-71.44306452846382,2020-08-27 18:21:45.232828,-0.9095154075659361,-0.4156702099022364,-0.8301903914185327,-0.5574799673498084
97,-29.946366063982566,-85.32291530446324,2021-07-29 18:21:45.232828,-0.9095154075674613,-0.4156702098988991,-0.4585802628019644,-0.8886529933379402
30,35.91391397369405,158.26956031300278,2019-11-07 18:21:45.232828,-0.9861077883797231,-0.16610668167431208,-0.8051082223852921,0.5931279375038703
49,-85.59320703341027,123.76162934039002,2022-09-30 18:21:45.232828,-0.9095154075640034,-0.415670209906465,-0.9998905392080134,-0.014795594016742877
54,-47.433266225638064,5.523958601777366,2019-06-18 18:21:45.232828,-0.9095154075671973,-0.41567020989947673,0.2355421540336647,-0.9718641333402429
36,23.070979066727887,171.43774653023945,2021-03-25 18:21:45.232828,-0.9861077883794288,-0.16610668167605935,0.992851680761227,0.11935468155714132
32,-31.41052264868995,54.48867085699791,2022-02-09 18:21:45.232828,-0.9861077883789967,-0.16610668167862427,0.6365854374779096,0.7712061856540431
15,-89.61551248907297,143.62715925471747,2021-09-18 18:21:45.232828,-0.9095154075678548,-0.415670209898038,-0.9765353028027562,-0.21535738292412732
79,-55.94582270830357,-169.18411944312848,2021-06-02 18:21:45.232828,-0.9095154075684447,-0.4156702098967473,0.48307333417772746,-0.8755798957299178
27,12.18202951193365,-163.94971869908912,2020-10-04 18:21:45.232828,-0.9095154075672967,-0.4156702098992592,-0.9980563498374506,0.06231791515402647
90,7.685173223864595,-93.83857260306972,2021-07-02 18:21:45.232828,-0.9095154075676087,-0.4156702098985764,-0.011921646850825635,-0.9999289346430397
35,-21.7078470717815,87.84638582378398,2022-02-20 18:21:45.232828,-0.9861077883795993,-0.1661066816750465,0.7702882953151052,0.6376958068707597
86,-5.4861378420091285,-130.3108606781653,2024-01-08 18:21:45.232828,-0.9861077883794428,-0.16610668167597617,0.1308540184465975,0.991401647091822
94,-9.94539562466342,-33.06222344096989,2020-06-01 18:21:45.232828,-0.9095154075677554,-0.41567020989825554,0.49444176894998615,-0.8692107552933341
18,66.32675990521395,92.60571426546181,2021-06-30 18:21:45.232828,-0.9095154075640351,-0.4156702099063955,0.022481730645540286,-0.9997472539533087
95,-83.05631684482682,-100.96837125267595,2022-09-19 18:21:45.232828,-0.9095154075685441,-0.41567020989652975,-0.9792586563637065,-0.20261412570881676
73,-78.66902480115426,125.81462181566036,2024-01-02 18:21:45.232828,-0.986107788379993,-0.1661066816727096,0.02801002976318135,0.9996076421439892
62,31.518617907313697,62.61193436674347,2023-01-23 18:21:45.232828,-0.986107788380923,-0.16610668166718928,0.3833712506592743,0.9235943287872354
2,-2.534963205227058,-72.43213545783568,2022-06-27 18:21:45.232828,-0.9095154075636263,-0.4156702099072905,0.07818375736187543,-0.9969389650749836
57,-64.35150773522966,90.90586377921915,2021-05-03 18:21:45.232828,-0.9095154075632319,-0.41567020990815334,0.8522360617098221,-0.5231574286209958
83,37.958280244918654,-24.649632751089683,2020-04-08 18:21:45.232828,-0.9095154075680504,-0.41567020989761017,0.9922407604875101,-0.12433130429287567
66,83.29385292507686,40.215012719704674,2020-01-15 18:21:45.232828,-0.9861077883806468,-0.16610668166882847,0.24850226802041264,0.9686313141689726
66,78.97837997800471,175.7087565130895,2023-03-06 18:21:45.232828,-0.9861077883794883,-0.16610668167570558,0.8983330862764374,0.43931499644452254
55,-79.79725325386754,113.2925791539522,2020-02-20 18:21:45.232828,-0.9861077883797625,-0.1661066816740782,0.7646085181587036,0.6444950069311255
66,34.92511639047858,-67.79549366010042,2019-09-27 18:21:45.232828,-0.9095154075661975,-0.41567020990166414,-0.9974740121470264,-0.07103235242700337
58,28.692921547227428,176.19979718641565,2022-09-04 18:21:45.232828,-0.9095154075659377,-0.4156702099022328,-0.895132346804815,-0.4458004954054049
50,27.114610822565993,68.01467962637722,2023-03-31 18:21:45.232828,-0.9095154075625613,-0.4156702099096205,0.9996753167746967,0.025480601080230283
2,-16.861154330887956,-20.940035199656393,2023-05-03 18:21:45.232828,-0.9095154075670857,-0.41567020989972087,0.8565712324540656,-0.5160288012622193
65,-73.25634848943817,18.103331594349697,2022-02-15 18:21:45.232828,-0.9861077883808637,-0.1661066816675411,0.7126575210263604,0.7015121222933804
33,-50.18583257630298,41.66091584527243,2019-06-04 18:21:45.232828,-0.9095154075663776,-0.4156702099012702,0.4605504750857855,-0.8876335166600331
3,71.80372493072664,-53.62464825231109,2022-03-17 18:21:45.232828,-0.9861077883805296,-0.16610668166952425,0.9660203873634716,0.2584658801430629
9,19.2565103248305,-49.98006606327286,2021-12-18 18:21:45.232828,-0.9861077883798286,-0.16610668167368575,-0.21987332475050536,0.9755284317041502
50,4.266281711830416,178.05251627693502,2021-09-30 18:21:45.232828,-0.909515407565101,-0.41567020990406367,-0.9999435609510331,-0.010624260565682393
45,72.57149977433548,-12.994433716906713,2019-05-02 18:21:45.232828,-0.9095154075679021,-0.41567020989793463,0.8655797361227292,-0.50077112577874
72,-57.10839857034062,-64.89951994469965,2022-05-30 18:21:45.232828,-0.9095154075680357,-0.4156702098976422,0.5311365375018081,-0.8472862435626997
34,27.17968942575341,-121.60011201232044,2019-11-29 18:21:45.232828,-0.9861077883809284,-0.16610668166715653,-0.5289788348451323,0.848635017122135
35,46.73290243421448,-138.91505694140704,2021-10-19 18:21:45.232828,-0.9095154075627568,-0.4156702099091927,-0.9504151129351419,0.3109841042633554
60,33.56647980298972,-24.026552471631362,2022-07-10 18:21:45.232828,-0.909515407562659,-0.4156702099094066,-0.1448609833703948,-0.9894520177840673
34,-31.935854559358575,-54.28532405928652,2021-12-24 18:21:45.232828,-0.9861077883792784,-0.16610668167695233,-0.11819103806711839,0.9929908753461015
76,-31.122500877264052,-141.51534506881626,2022-04-04 18:21:45.232828,-0.9095154075647571,-0.415670209904816,0.998872114510587,-0.04748156329722862
94,-27.96502130966752,121.06729024141453,2021-11-05 18:21:45.232828,-0.9861077883805491,-0.16610668166940828,-0.8199959998816523,0.5723692516008256
32,68.37457628112966,-124.15315207446666,2022-10-27 18:21:45.232828,-0.909515407563856,-0.4156702099067877,-0.9005867462965744,0.4346763306127326
43,-79.01810803416205,-175.065053922725,2021-01-21 18:21:45.232828,-0.986107788380372,-0.1661066816704598,0.3591728757988286,0.9332710459938202
75,23.604318068050958,-172.2217816862435,2023-07-07 18:21:45.232828,-0.9095154075682989,-0.4156702098970663,-0.08947265891203134,-0.9959892787109765
2,1.275210443558123,-59.8149414446512,2020-07-23 18:21:45.232828,-0.9095154075638869,-0.41567020990672005,-0.368459994795342,-0.9296436049559081
7,-1.151365933474807,-76.25902090516755,2024-01-04 18:21:45.232828,-0.9861077883790039,-0.1661066816785817,0.062378723120721354,0.9980525511724462
41,-33.60635111499283,152.92865652178278,2020-05-12 18:21:45.232828,-0.9095154075683127,-0.4156702098970361,0.7586562329163087,-0.6514911513268891
29,24.799135152891495,169.23796285464772,2022-04-02 18:21:45.232828,-0.9095154075672324,-0.4156702098994,0.9999142765292518,-0.013093494299955143
44,-36.76897332358506,3.319180949639957,2020-10-16 18:21:45.232828,-0.9095154075645427,-0.4156702099052849,-0.9640924986075178,0.2655666660722187
43,-87.48258150281558,-50.023390220376655,2022-04-27 18:21:45.232828,-0.9095154075635113,-0.41567020990754183,0.9033997664406255,-0.42879932601978676
33,-28.355244812465727,163.00289051915883,2019-06-13 18:21:45.232828,-0.9095154075643122,-0.41567020990578946,0.3181621466425974,-0.94803631177491
36,35.905165086959116,-78.88302720303305,2019-12-23 18:21:45.232828,-0.9861077883811447,-0.16610668166587308,-0.14402750476295226,0.9895736849127293
59,-86.61136794400365,36.57877375615169,2023-10-16 18:21:45.232828,-0.9095154075672992,-0.41567020989925374,-0.9673404842101389,0.2534805468040775
81,-62.45586673421394,142.93856578030193,2020-11-08 18:21:45.232828,-0.9861077883807126,-0.166106681668438,-0.7868104532672664,0.6171947104677411
41,-9.467959176016521,88.59178294843167,2021-10-24 18:21:45.232828,-0.909515407565642,-0.41567020990287995,-0.9201855297613983,0.3914825549341053
12,64.11879358449607,74.78181066261376,2020-01-23 18:21:45.232828,-0.9861077883791074,-0.16610668167796716,0.3790374686676534,0.9253813253713399
98,-64.20606096416671,-52.63532791169581,2022-11-15 18:21:45.232828,-0.9861077883799992,-0.1661066816726729,-0.7128459920792322,0.7013206054127993
80,31.075841996588778,-140.3504282351397,2021-07-24 18:21:45.232828,-0.9095154075645762,-0.4156702099052118,-0.3805426505154471,-0.9247633703486954
25,-77.54446243296195,38.54276308824086,2021-09-14 18:21:45.232828,-0.9095154075667565,-0.4156702099004411,-0.9594169944879256,-0.28199118902503995
45,-83.7030240163509,-86.81508693995723,2021-09-22 18:21:45.232828,-0.9095154075629043,-0.41567020990887,-0.9890315712948068,-0.14770426866589068
10,-89.117946025974,165.76115625652028,2020-09-17 18:21:45.232828,-0.9095154075671655,-0.41567020989954623,-0.9736461264586614,-0.22806407089246697
68,43.565974029233445,-164.12607780964072,2024-01-04 18:21:45.232828,-0.9861077883790039,-0.1661066816785817,0.062378723120721354,0.9980525511724462
89,70.01835477531478,-163.56938319495632,2021-08-07 18:21:45.232828,-0.9095154075653958,-0.41567020990341835,-0.5901316500097061,-0.8073070268843333
50,-64.06196210713503,129.18614638276375,2020-12-01 18:21:45.232828,-0.9861077883802147,-0.1661066816713934,-0.4881424698417976,0.8727639595771297
14,-50.60091014613777,-65.64997771798623,2019-02-25 18:21:45.232828,-0.9861077883789368,-0.16610668167898002,0.819546561191195,0.5730125950096446
28,-31.701841969385455,170.11716451506157,2020-04-01 18:21:45.232828,-0.9095154075676405,-0.4156702098985069,0.999991034779719,-0.004234425602950599
66,69.20101762091144,-50.89383687214902,2023-03-09 18:21:45.232828,-0.9861077883792132,-0.16610668167733889,0.9197992835681634,0.39238919193511596
89,35.41182038231432,120.82829285885106,2019-11-20 18:21:45.232828,-0.9861077883793367,-0.16610668167660642,-0.6535170922563667,0.7569117584823105
6,7.970480808853679,-124.68105188324728,2022-07-25 18:21:45.232828,-0.9095154075652655,-0.41567020990370357,-0.3925606873311081,-0.9197261042082735
34,81.55976110898416,-55.01961853874319,2022-01-29 18:21:45.232828,-0.9861077883808113,-0.1661066816678523,0.4801555402812923,0.8771833657435487
70,19.55987938581758,43.04360573180588,2019-03-20 18:21:45.232828,-0.9861077883808561,-0.16610668166758566,0.9770801342801502,0.21287181869633148
59,-37.38601759680265,-154.29282452419233,2023-09-19 18:21:45.232828,-0.9095154075674466,-0.4156702098989311,-0.9784048979102364,-0.2066974981591692
56,79.70126804066695,-94.54293422699894,2022-09-12 18:21:45.232828,-0.9095154075681343,-0.4156702098974265,-0.9478274393790023,-0.31878385335559867
58,-62.12558411803016,79.59843838788265,2021-03-27 18:21:45.232828,-0.9861077883808568,-0.16610668166758172,0.9963697523742516,0.08513117263184233
67,-72.36377657158889,-9.522264468624627,2021-11-28 18:21:45.232828,-0.9861077883800513,-0.16610668167236367,-0.5360407976420093,0.8441920772332079
22,-14.612128014235168,147.99352038503184,2022-01-15 18:21:45.232828,-0.9861077883804837,-0.16610668166979678,0.2570739249280811,0.9663917410253832
53,29.54559109391795,57.58888563921218,2022-11-04 18:21:45.232828,-0.9861077883793965,-0.16610668167625067,-0.8320418391123783,0.5547128788539989
70,70.52489389047284,-116.18006126289345,2021-08-25 18:21:45.232828,-0.9095154075673139,-0.4156702098992217,-0.80807202456445,-0.5890836978870752
4,30.72547870752301,-109.98293155198229,2020-08-29 18:21:45.232828,-0.9095154075634608,-0.4156702099076524,-0.8488756975280719,-0.5285925180573684
44,78.2373653507114,-147.65103253729836,2022-03-27 18:21:45.232828,-0.9095154075625604,-0.41567020990962233,0.9959416889550103,0.09000084555959198
31,62.706199478771595,-141.9073336505797,2019-10-14 18:21:45.232828,-0.9095154075663288,-0.41567020990137715,-0.9756008549290465,0.21955175212626676
99,66.91004909698711,123.05932852811429,2023-12-12 18:21:45.232828,-0.9861077883795017,-0.1661066816756263,-0.32711086995009103,0.9449859674939595
64,20.82694714552639,-105.06755412090027,2023-02-18 18:21:45.232828,-0.98610778838015,-0.16610668167177797,0.7451207589439697,0.6669295724368223
61,-44.908740877336875,74.45019577616262,2020-04-23 18:21:45.232828,-0.9095154075646079,-0.4156702099051423,0.9276614342628912,-0.37342236593610145
94,-35.73342322506977,-65.72750769651948,2019-07-05 18:21:45.232828,-0.9095154075673284,-0.4156702098991897,-0.05464360010336278,-0.9985059223498596
54,11.779982626962322,-23.758938854990276,2021-05-21 18:21:45.232828,-0.9095154075651498,-0.41567020990395676,0.6522846596322724,-0.7579740911194858
46,42.60106390354571,85.12964972316064,2019-04-10 18:21:45.232828,-0.9095154075648858,-0.4156702099045344,0.9893567970588464,-0.14550989008813323
33,9.297164545236129,-5.57943139092805,2020-03-16 18:21:45.232828,-0.9861077883806927,-0.16610668166855594,0.9636926459130369,0.26701401501256444
46,-37.56771112334917,-52.34692039700758,2021-04-26 18:21:45.232828,-0.909515407562822,-0.41567020990905007,0.9089106348380612,-0.41699095659051466
16,-57.486326366451806,41.62505064008096,2020-03-11 18:21:45.232828,-0.9861077883795398,-0.1661066816754003,0.9371913532844067,0.3488156638239493
59,3.467757659816641,-109.00429381528906,2023-01-12 18:21:45.232828,-0.9861077883803202,-0.16610668167076706,0.2027967109683366,0.979220860695086
13,-55.342068499819504,116.32511352692848,2021-02-04 18:21:45.232828,-0.9861077883806996,-0.1661066816685153,0.5714078733163471,0.8206662185761574
16,75.4467475529076,52.901698375862736,2019-07-03 18:21:45.232828,-0.9095154075637549,-0.41567020990700887,-0.020263889080533608,-0.9997946663187056
30,30.818749099192033,-134.90580561311918,2021-03-08 18:21:45.232828,-0.9861077883793764,-0.16610668167637055,0.9162868873302394,0.4005225837660857
68,-84.9113713499801,-2.167959262529507,2022-07-03 18:21:45.232828,-0.9095154075682981,-0.41567020989706815,-0.0249504434649684,-0.9996886892282524
1,-77.23200791689347,-30.83550923203859,2019-03-17 18:21:45.232828,-0.9861077883811312,-0.16610668166595235,0.9647981524655603,0.262991492256007
12,-76.78871309050584,-105.90689987506015,2023-11-30 18:21:45.232828,-0.9861077883806022,-0.16610668166909315,-0.5138597398648305,0.857874214407945
43,12.367490931428392,80.37294259400448,2024-02-10 18:21:45.232828,-0.9861077883788336,-0.16610668167959258,0.6433928129932112,0.765536209586903
17,82.15966632256243,-159.63466414481022,2023-12-22 18:21:45.232828,-0.9861077883793904,-0.16610668167628737,-0.16051940003931303,0.987032685482613
53,-62.381820062373606,-81.07759191739176,2020-02-11 18:21:45.232828,-0.9861077883805879,-0.16610668166917833,0.6560769155561251,0.7546940312963665
70,-68.81585842721003,2.0434543944358268,2022-02-05 18:21:45.232828,-0.986107788380975,-0.16610668166688006,0.5820532425995915,0.8131506765534301
19,-56.39698537936374,-61.557543533892854,2021-11-10 18:21:45.232828,-0.9861077883792849,-0.16610668167691367,-0.7677935252987437,0.64069735640888
83,67.5719751505249,-152.4752317012879,2019-09-08 18:21:45.232828,-0.9095154075685417,-0.4156702098965352,-0.9218593085830382,-0.3875247284739423
27,-65.81033500747004,17.31423286978861,2022-02-09 18:21:45.232828,-0.9861077883789967,-0.16610668167862427,0.6365854374779096,0.7712061856540431
8,73.70411631571233,-90.16422746575914,2019-10-21 18:21:45.232828,-0.9095154075667385,-0.4156702099004804,-0.9421614328247033,0.3351594165433847
23,-38.244592740981304,-2.0068987338147224,2023-12-04 18:21:45.232828,-0.9861077883810411,-0.16610668166648762,-0.45365896363485453,0.8911753725915846
39,18.595432966096325,-159.3378829321719,2019-05-31 18:21:45.232828,-0.9095154075652793,-0.4156702099036733,0.5204914154632773,-0.8538669020573605
19,-78.42622069773424,120.52817294667062,2019-08-20 18:21:45.232828,-0.909515407564837,-0.4156702099046414,-0.7486335252242107,-0.6629840457434637
80,62.156665055182174,18.252299511415004,2021-03-06 18:21:45.232828,-0.9861077883803655,-0.16610668167049844,0.9019671342105291,0.4318046882608447
25,-8.02083218598628,122.90586870649474,2021-01-18 18:21:45.232828,-0.9861077883806472,-0.1661066816688265,0.3105514841542268,0.9505565610154963
66,42.32006167677562,-110.83803922038896,2020-10-05 18:21:45.232828,-0.9095154075630346,-0.4156702099085848,-0.9968366849800268,0.07947718841297129
27,23.52478605196751,-60.27169290560785,2022-12-18 18:21:45.232828,-0.9861077883793901,-0.16610668167628934,-0.22394098578736088,0.9746027061754883
89,87.32617025553407,-163.81932330266176,2023-04-13 18:21:45.232828,-0.909515407567643,-0.41567020989850145,0.9804318987999502,-0.19685855789252424
98,-2.475498571201868,-172.46208414375317,2020-12-05 18:21:45.232828,-0.9861077883806536,-0.16610668166878786,-0.4269787833247971,0.904261642772973
93,79.0443045350411,-51.0018930853679,2021-06-24 18:21:45.232828,-0.9095154075654122,-0.4156702099033827,0.1253695262486025,-0.9921101158078175
2,-12.778843930501964,-152.71845396767154,2021-04-28 18:21:45.232828,-0.9095154075663956,-0.41567020990123094,0.894028755363916,-0.44800958090474713
88,-26.134855122428796,-30.652641133572587,2023-10-01 18:21:45.232828,-0.9095154075646927,-0.4156702099049568,-0.9999984423345144,-0.0017650293326121247
54,52.65513604841527,-152.10459903608776,2022-01-19 18:21:45.232828,-0.9861077883809226,-0.16610668166719125,0.32291156770217955,0.9464291412694987
37,-28.631261855607455,89.90209381387507,2020-11-26 18:21:45.232828,-0.9861077883790619,-0.16610668167823775,-0.5613151365309029,0.827602149285086
43,68.39042666612661,149.7494848387813,2023-04-24 18:21:45.232828,-0.9095154075631023,-0.4156702099084368,0.9259007347654126,-0.37776689818043774
43,-32.08203982577672,-83.94026673257817,2020-11-12 18:21:45.232828,-0.9861077883811514,-0.16610668166583248,-0.7425120823172445,0.6698326713537565
86,63.947695543248045,-8.854247139853385,2022-07-03 18:21:45.232828,-0.9095154075682981,-0.41567020989706815,-0.0249504434649684,-0.9996886892282524
54,20.075274811629072,-45.71208539410566,2021-05-08 18:21:45.232828,-0.9095154075661169,-0.4156702099018406,0.8041420809791404,-0.5944371401574245
42,45.316685823681865,144.22891210123987,2023-09-24 18:21:45.232828,-0.909515407564283,-0.4156702099058535,-0.9925447595653636,-0.12188068041873794
92,-83.466700528916,-58.34719413606321,2020-10-21 18:21:45.232828,-0.9095154075674279,-0.4156702098989722,-0.9377140664136393,0.3474080160992215
69,-32.940288759571224,-31.957101280923382,2021-11-30 18:21:45.232828,-0.9861077883790622,-0.16610668167823578,-0.5066843955989874,0.8621316159708382
27,24.473004227289508,-156.5529556487525,2022-10-05 18:21:45.232828,-0.9095154075668885,-0.4156702099001523,-0.9974650876231042,0.07115756441189604
95,-89.70786639880697,-70.65093110413248,2019-04-10 18:21:45.232828,-0.9095154075648858,-0.4156702099045344,0.9893567970588464,-0.14550989008813323
63,16.057273006127247,43.43107793415467,2019-12-01 18:21:45.232828,-0.9861077883799393,-0.16610668167302864,-0.49947378050870916,0.8663290036610444
39,38.29005664244136,-109.92078196828521,2019-06-29 18:21:45.232828,-0.9095154075687054,-0.41567020989617687,0.04852676643810706,-0.998821882489096
96,-73.44460529878816,-166.96149057577682,2021-05-04 18:21:45.232828,-0.9095154075650186,-0.41567020990424375,0.8431106446137078,-0.5377401239809598
94,40.208215260670784,16.090552152782834,2023-02-20 18:21:45.232828,-0.9861077883791608,-0.16610668167765008,0.7676213417701101,0.640903639917153
94,-10.22439961224957,-161.39808894369764,2021-01-19 18:21:45.232828,-0.986107788378944,-0.16610668167893744,0.32685693977527963,0.9450738282910702
61,-62.04827593940382,-106.41395575666962,2020-01-07 18:21:45.232828,-0.986107788379769,-0.16610668167403952,0.11326788945041787,0.9935644846810135
94,-20.473401595342636,-148.23171862896857,2021-11-24 18:21:45.232828,-0.9861077883796124,-0.1661066816749692,-0.5928161912256752,0.805337794605893
67,-23.635284993606035,138.04578592233412,2023-12-19 18:21:45.232828,-0.9861077883796655,-0.16610668167465406,-0.21122218294726916,0.9774380744737696
71,33.79797886934931,87.65105168851335,2022-06-29 18:21:45.232828,-0.9095154075671997,-0.4156702098994713,0.043844016372814466,-0.9990383887660675
23,53.56793701276922,7.718250806718402,2024-01-22 18:21:45.232828,-0.9861077883797703,-0.16610668167403167,0.36354386100851743,0.9315770827596714
